Item_Number,District,Location,Disposition,Signal_Type,Signal_Description,Occurred_Date_Time,Charge_Code,Charge_Description,Offender_Race,Offender_Gender,Offender_Age,Victim_Race,Victim_Gender,Victim_Age,Report_Type
B-30767-17,8,9XX N Peters St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-26 15:45:00,,,,,,BLACK,MALE,31,Incident Report
B-10987-17,1,15XX N Prieur St,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2017-02-09 04:30:00,14 67,THEFT,,,,WHITE,FEMALE,49,Incident Report
B-33845-17,6,Washington Av & S Liberty St,CLOSED,103,DISTURBANCE,2017-02-28 19:30:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,42,BLACK,FEMALE,42,Incident Report
C-02195-17,3,Pelopidas St & Touro St,OPEN,64G,ARMED ROBBERY (GUN),2017-03-02 20:01:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,,BLACK,MALE,37,Incident Report
B-33903-17,6,Washington Av & S Liberty St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-02-28 20:05:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,FEMALE,40,,,,Incident Report
C-03392-17,2,Olive St & Joliet St,CLOSED,95G,ILLEGAL CARRYING OF A GUN,2017-03-03 22:01:00,14 95.7,FIREARM WITH OBLITERATED NUMBER,BLACK,MALE,23,,,,Incident Report
C-07141-17,7,Dreux St & Stemway,CLOSED,18,TRAFFIC INCIDENT,2017-03-07 12:31:00,32 52,DRIVER'S LICENSE REQUIRED.,BLACK,MALE,16,,,,Incident Report
B-12125-17,3,61XX Milne Bd,OPEN,67,THEFT,2017-02-10 21:15:00,,,BLACK,MALE,,WHITE,MALE,48,Incident Report
C-03392-17,2,Olive St & Joliet St,CLOSED,95G,ILLEGAL CARRYING OF A GUN,2017-03-03 22:01:00,14 108.1,FLIGHT FROM AN OFFICER,BLACK,MALE,23,,,,Incident Report
C-05792-17,8,3XX Royal St,OPEN,21,MISCELLANEOUS INCIDENT,2017-03-06 09:00:00,,,,,,,,,Incident Report
C-06006-17,3,22XX Mendez St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-03-06 09:00:00,14 62,SIMPLE BURGLARY,,,,BLACK,MALE,37,Incident Report
A-21219-17,7,108XX Curran Bd,OPEN,103,DISTURBANCE,2017-01-19 12:57:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,19,BLACK,FEMALE,19,Incident Report
A-21219-17,7,108XX Curran Bd,OPEN,103,DISTURBANCE,2017-01-19 12:57:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,19,BLACK,FEMALE,19,Incident Report
A-21219-17,7,108XX Curran Bd,OPEN,103,DISTURBANCE,2017-01-19 12:57:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,19,BLACK,FEMALE,19,Incident Report
A-21219-17,7,108XX Curran Bd,OPEN,103,DISTURBANCE,2017-01-19 12:57:00,54 403,DISTURBING THE PEACE,BLACK,FEMALE,19,BLACK,FEMALE,19,Incident Report
C-05915-17,1,27XX Tulane Av,CLOSED,21,MISCELLANEOUS INCIDENT,2017-03-06 11:46:00,PROBATION AND PAROLE,VIOLATION#,BLACK,MALE,26,,,,Incident Report
B-16894-17,7,57XX Crowder Bd,OPEN,67S,SHOPLIFTING,2017-02-15 13:25:00,14 67.10,THEFT OF GOODS,AMER. IND.,MALE,,,,,Supplemental Report
A-31822-17,3,48XX Chef Menteur Hw,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-01-28 10:38:00,14 220.1,FAILURE TO RETURN RENTED MOVABLE,BLACK,FEMALE,39,BLACK,MALE,25,Incident Report
B-01839-17,5,29XX Pauger St,OPEN,67,THEFT,2017-02-02 03:30:00,54 186,THEFT,BLACK,MALE,37,BLACK,FEMALE,36,Incident Report
B-16894-17,7,57XX Crowder Bd,OPEN,67S,SHOPLIFTING,2017-02-15 13:25:00,14 67.10,THEFT OF GOODS,AMER. IND.,MALE,,,,,Supplemental Report
B-02593-17,5,23XX Saint Claude St,OPEN,103,DISTURBANCE,2017-02-03 03:30:00,54 403,DISTURBING THE PEACE,BLACK,MALE,25,BLACK,FEMALE,30,Incident Report
C-06760-17,3,30XX Republic St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-07 01:30:00,,,,,,BLACK,MALE,56,Incident Report
B-10892-17,3,Elysian Fields Av & Gentilly Bd,OPEN,67,THEFT,2017-02-09 16:00:00,14 67,THEFT,BLACK,MALE,,BLACK,MALE,39,Incident Report
B-30767-17,8,9XX N Peters St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-26 15:45:00,,,,,,BLACK,MALE,34,Incident Report
B-10988-17,1,2XX N Broad St,OPEN,67S,SHOPLIFTING,2017-02-10 10:30:00,14 67.10,THEFT OF GOODS,,,,,,,Incident Report
B-03682-17,2,91XX Oleander St,OPEN,107,SUSPICIOUS PERSON,2017-02-03 23:10:00,,,,,,,,,Incident Report
C-06421-17,5,8XX Spain St,OPEN,62,SIMPLE BURGLARY,2017-03-06 19:10:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,,WHITE,MALE,37,Incident Report
C-06421-17,5,8XX Spain St,OPEN,62,SIMPLE BURGLARY,2017-03-06 19:10:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,WHITE,MALE,,WHITE,MALE,37,Incident Report
C-05878-17,7,121XX Old Gentilly Rd,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2017-03-06 11:14:00,14 67,THEFT,,,,WHITE,FEMALE,,Incident Report
B-00450-17,1,N White St & Orchid St,OPEN,67A,AUTO THEFT,2017-02-01 12:00:00,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,,,,WHITE,FEMALE,42,Supplemental Report
B-13110-17,8,1XX Roosevelt Wy,OPEN,103F,DISTURBANCE (FIGHT),2017-02-11 03:35:00,,,,,,WHITE,MALE,38,Incident Report
B-32072-17,6,10XX Toledano St 1,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-02-27 17:30:00,14 67,THEFT,,,,WHITE,MALE,31,Incident Report
C-05792-17,8,3XX Royal St,OPEN,21,MISCELLANEOUS INCIDENT,2017-03-06 09:00:00,,,,,,WHITE,MALE,57,Incident Report
C-04420-17,6,33XX Thalia St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-04 22:30:00,,,,,,BLACK,FEMALE,37,Incident Report
C-02469-17,4,5XX Whitney St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-03 15:50:00,,,,,,BLACK,MALE,37,Incident Report
C-02419-17,3,Gentilly Bd & Warrington Dr,CLOSED,17F,FUGITIVE ATTACHMENT,2017-03-03 00:13:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,18,,,,Incident Report
B-25714-17,6,14XX Baronne St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-02-22 21:35:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,MALE,22,Incident Report
B-25714-17,6,14XX Baronne St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-02-22 21:35:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,MALE,22,Incident Report
B-25714-17,6,14XX Baronne St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-02-22 21:35:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,,BLACK,MALE,22,Incident Report
C-01326-17,1,N Claiborne Av & Columbus St,CLOSED,82,PROSTITUTION,2017-03-02 04:51:00,14 82,PROSTITUTION,BLACK,FEMALE,46,,,,Incident Report
C-00222-17,2,42XX Elba St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-01 06:50:00,,,,,,BLACK,FEMALE,69,Incident Report
C-07141-17,7,Dreux St & Stemway,CLOSED,18,TRAFFIC INCIDENT,2017-03-07 12:31:00,32 51,VEHICLE LICENSE REQUIRED,BLACK,MALE,16,,,,Incident Report
C-04742-17,7,100XX Hayne Bd I,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-03-05 09:06:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,27,BLACK,FEMALE,22,Incident Report
C-00206-17,8,10XX Julia St,OPEN,67,THEFT,2017-03-01 06:00:00,14 67,THEFT,,,,WHITE,MALE,51,Incident Report
C-04000-17,3,64XX General Haig,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-04 02:15:00,14 62,SIMPLE BURGLARY,,,,WHITE,MALE,61,Incident Report
B-31380-17,6,Milan St & St Charles Ave Exit Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-26 03:30:00,,,,,,,,,Incident Report
C-04002-17,3,60XX Mandeville,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-04 03:00:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,40,Incident Report
C-03034-17,3,38XX Bruxelles St,OPEN,62R,SIMPLE BURGLARY (RESIDENCE),2017-03-03 11:15:00,14 62.2,SIMPLE BURGLARY (INHABITED DWELLING),,,,BLACK,FEMALE,49,Incident Report
B-25714-17,6,14XX Baronne St,OPEN,34S,AGGRAVATED BATTERY (SHOOTING),2017-02-22 21:35:00,14 55,AGG. CRIMINAL DAMAGE,BLACK,MALE,,BLACK,MALE,21,Incident Report
B-32530-17,6,Amelia St & St Charles Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-27 19:30:00,,,,,,WHITE,FEMALE,17,Incident Report
C-00699-17,2,87XX Oleander St,OPEN,103,DISTURBANCE,2017-03-01 14:20:00,54 278,HARASSING PHONE CALLS,BLACK,FEMALE,52,BLACK,FEMALE,26,Incident Report
C-04852-17,4,33XX Garden Oaks Dr D16,OPEN,103,DISTURBANCE,2017-03-05 11:00:00,,,,,,BLACK,FEMALE,26,Incident Report
B-27669-17,6,21XX La Salle,OPEN,67AR,AUTO THEFT & RECOVERY,2017-03-06 16:30:00,,,,,,,,,Supplemental Report
A-33817-17,1,19XX Canal St,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-01-30 10:15:00,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,WHITE,MALE,36,WHITE,MALE,49,Incident Report
A-33817-17,1,19XX Canal St,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-01-30 10:15:00,14 68.4,UNAUTHORIZED USE OF A MOTOR VEHICLE,WHITE,MALE,36,BLACK,MALE,36,Incident Report
C-06851-17,7,96XX Hayne Bd J26,OPEN,67C,THEFT FROM EXTERIOR OF VEHICLE,2017-03-07 01:45:00,14 67,THEFT,UNKNOWN,,,BLACK,FEMALE,38,Incident Report
C-07863-17,5,18XX Duels St,OPEN,103,DISTURBANCE,2017-03-07 23:40:00,,,,,,BLACK,FEMALE,16,Incident Report
B-16728-17,4,21XX Valentine Ct,CLOSED,56D,SIMPLE CRIMINAL DAMAGE (DOMESTIC),2017-02-15 10:15:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,26,BLACK,MALE,28,Supplemental Report
C-00635-17,8,1XX Carondelet St,OPEN,21P,LOST PROPERTY,2017-03-01 19:19:00,,,,,,,,,Supplemental Report
B-29953-17,5,12XX Flood St,OPEN,21J,MISSING/RUNAWAY JUVENILE,2017-02-23 06:20:00,14 730.3,RUNAWAY JUVENILE,BLACK,FEMALE,17,,,,Supplemental Report
C-00571-17,8,6XX Bourbon St,OPEN,67,THEFT,2017-02-27 23:30:00,14 67,THEFT,,,,WHITE,FEMALE,23,Incident Report
C-02780-17,5,22XX Saint Roch Av,OPEN,67,THEFT,2017-03-03 09:00:00,14 67,THEFT,,,,BLACK,FEMALE,63,Incident Report
A-10862-17,1,Marais St & Iberville St,CLOSED,966,DRUG LAW VIOLATION,2017-01-10 16:55:00,54 505,POSSESSION OF MARIJUANA (1ST OFFENSE),BLACK,MALE,23,,,,Incident Report
B-18746-17,1,25XX Onzaga St,OPEN,94,ILLEGAL USE OF WEAPONS,2017-02-16 23:40:00,14 94,ILLEGAL USE OF WEAPONS,,,,WHITE,MALE,45,Incident Report
C-00678-17,8,3XX Royal St,OPEN,21P,LOST PROPERTY,2017-03-01 17:00:00,,,,,,,,,Supplemental Report
C-05722-17,3,Airline Hw & Monroe St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-03 16:00:00,14 62,SIMPLE BURGLARY,UNKNOWN,,,WHITE,FEMALE,19,Incident Report
A-35662-17,5,10XX Independence St,OPEN,67A,AUTO THEFT,2017-01-31 19:00:00,,,,,,,,,Supplemental Report
B-33996-17,5,22XX Franklin Av,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-28 21:15:00,,,,,,BLACK,FEMALE,50,Incident Report
C-06857-17,4,32XX Parc Fontaine 3112,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-07 05:55:00,,,,,,BLACK,FEMALE,22,Incident Report
C-07894-17,8,7XX Bourbon St,OPEN,21,MISCELLANEOUS INCIDENT,2017-03-08 12:50:00,,,,,,WHITE,MALE,44,Incident Report
C-03326-17,6,23XX S Roman St B,OPEN,56,SIMPLE CRIMINAL DAMAGE,2017-03-04 07:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,HISPANIC,MALE,27,Incident Report
C-06500-17,7,79XX Redfish St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-06 20:00:00,,,,,,HISPANIC,FEMALE,25,Incident Report
C-00545-17,5,7XX Mazant St,OPEN,21P,LOST PROPERTY,2017-03-01 12:23:00,,,,,,,,,Supplemental Report
C-03855-17,7,121XX N I-10 Service Rd 213,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-04 12:29:00,,,,,,BLACK,FEMALE,23,Incident Report
C-05711-17,4,9XX Wagner St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-06 08:36:00,,,,,,WHITE,FEMALE,,Incident Report
C-03075-17,6,37XX S Liberty St,OPEN,29U,UNCLASSIFIED DEATH,2017-03-03 16:10:00,,,,,,BLACK,MALE,64,Incident Report
C-00224-17,6,42XX Howard Av,OPEN,67,THEFT,2017-03-01 06:45:00,14 67,THEFT,,,,,,,Supplemental Report
C-00224-17,6,42XX Howard Av,OPEN,67,THEFT,2017-03-01 06:45:00,14 67,THEFT,,,,,,,Supplemental Report
B-27069-17,8,X Canal St,OPEN,67P,PICKPOCKET,2017-02-23 23:30:00,14 67,THEFT,BLACK,MALE,,WHITE,MALE,68,Incident Report
C-03689-17,4,5XX Wagner St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-03-04 08:23:00,14 35,SIMPLE BATTERY,BLACK,MALE,32,BLACK,MALE,35,Incident Report
A-35534-17,7,75XX Downman Rd,OPEN,103D,DISTURBANCE (DOMESTIC),2017-01-31 18:19:00,14 35,SIMPLE BATTERY,BLACK,MALE,26,BLACK,FEMALE,63,Incident Report
B-22203-17,6,18XX 3rd St,CLOSED,34,AGGRAVATED BATTERY,2017-02-19 19:00:00,14 34.1,SECOND DEGREE BATTERY,BLACK,FEMALE,32,BLACK,MALE,,Supplemental Report
C-05726-17,3,44XX S Carrollton Av,OPEN,21,MISCELLANEOUS INCIDENT,2017-03-06 08:00:00,,,,,,BLACK,MALE,33,Incident Report
C-06684-17,6,Simon Bolivar St & Thalia St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-06 23:30:00,,,,,,BLACK,FEMALE,43,Incident Report
B-32611-17,1,34XX Tulane Av,OPEN,35,SIMPLE BATTERY,2017-02-27 21:50:00,14 35,SIMPLE BATTERY,BLACK,MALE,,WHITE,FEMALE,28,Incident Report
A-32205-17,5,6XX Lesseps St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 18:12:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,18,WHITE,FEMALE,29,Supplemental Report
A-32205-17,5,6XX Lesseps St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 18:12:00,14 64.3,USE OF FIREARM IN ROBBERY,BLACK,MALE,18,WHITE,FEMALE,29,Supplemental Report
C-07790-17,5,14XX Elysian Fields Av,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-07 22:03:00,,,,,,BLACK,FEMALE,25,Incident Report
C-03689-17,4,5XX Wagner St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-03-04 08:23:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,MALE,32,BLACK,MALE,35,Incident Report
C-06392-17,7,78XX,OPEN,21M,MISSING ADULT,2017-01-01 00:00:00,,,,,,BLACK,MALE,50,Incident Report
C-00442-17,8,3XX Royal St,OPEN,21P,LOST PROPERTY,2017-02-28 15:00:00,,,,,,,,,Supplemental Report
B-31569-17,8,18XX Saint Claude Av,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-02-26 22:30:00,14 62,SIMPLE BURGLARY,,,,HISPANIC,MALE,26,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
A-31894-17,7,87XX Dinkins St,OPEN,35D,SIMPLE BATTERY (DOMESTIC),2017-01-28 12:00:00,14 35.3,DOMESTIC ABUSE BATTERY,BLACK,MALE,40,BLACK,FEMALE,66,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-02593-17,5,23XX Saint Claude St,OPEN,103,DISTURBANCE,2017-02-03 03:30:00,54 403,DISTURBING THE PEACE,BLACK,MALE,25,BLACK,FEMALE,24,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 55,AGG. CRIMINAL DAMAGE,,,,BLACK,FEMALE,43,Incident Report
B-33316-17,8,Canal St & Decatur St,OPEN,21P,LOST PROPERTY,2017-02-28 13:00:00,,,,,,,,,Incident Report
C-06392-17,7,78XX,OPEN,21M,MISSING ADULT,2017-01-01 00:00:00,,,,,,BLACK,FEMALE,46,Incident Report
B-31991-17,3,29XX Bruxelles St,CLOSED,56,SIMPLE CRIMINAL DAMAGE,2017-02-27 12:30:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,BLACK,FEMALE,26,BLACK,MALE,57,Incident Report
C-07005-17,6,19XX Martin Luther King Jr 201,OPEN,27-29S,ATTEMPTED SUICIDE,2017-03-07 09:50:00,,,,,,BLACK,FEMALE,57,Incident Report
B-13075-17,8,1XX Chartres St,CLOSED,966,DRUG LAW VIOLATION,2017-02-12 01:05:00,54 505,SIMPLE POSSESSION OF MARIJUANA AND/OR SYNTHETIC CANNABINOIDS,WHITE,MALE,35,,,,Incident Report
B-33697-17,6,25XX S Galvez St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-28 17:57:00,,,,,,BLACK,FEMALE,44,Incident Report
C-06789-17,8,Elysian Fields Av & Dauphine St,CLOSED,17F,FUGITIVE ATTACHMENT,2017-03-07 00:33:00,FUGITIVE ATTACHMENT,WARRANT ISSUED BY,BLACK,MALE,27,,,,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,FEMALE,70,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,FEMALE,70,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,FEMALE,70,Incident Report
C-03075-17,6,37XX S Liberty St,OPEN,29U,UNCLASSIFIED DEATH,2017-03-03 16:10:00,,,,,,BLACK,FEMALE,63,Incident Report
B-24031-17,4,33XX Preston Pl D42,OPEN,103D,DISTURBANCE (DOMESTIC),2017-02-21 11:00:00,,,,,,BLACK,FEMALE,57,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,15,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,15,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,15,Incident Report
A-32205-17,5,6XX Lesseps St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 18:12:00,14 69,ILLEGAL POSSESSION OF STOLEN THINGS,BLACK,MALE,19,WHITE,FEMALE,29,Supplemental Report
C-07045-17,7,44XX Michoud Bd,OPEN,68,UNAUTHORIZED USE OF MOVABLES,2017-03-07 11:20:00,14 68,UNAUTHORIZED USE OF MOVABLE,UNKNOWN,,,BLACK,FEMALE,,Incident Report
C-00359-17,8,6XX Bourbon St,OPEN,21P,LOST PROPERTY,2017-02-25 22:00:00,,,,,,,,,Supplemental Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,27,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,27,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 94,ILLEGAL USE OF WEAPONS,,,,BLACK,MALE,27,Incident Report
B-32119-17,4,1XX Westpark Ct,OPEN,27-62R,ATTEMPTED SIMPLE BURGLARY (RESIDENCE),2017-02-27 13:50:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,ASIAN,FEMALE,28,Incident Report
C-00729-17,8,9XX Orleans,OPEN,21P,LOST PROPERTY,2017-02-25 01:30:00,,,,,,,,,Supplemental Report
C-04441-17,1,5XX N Rampart St,OPEN,21,MISCELLANEOUS INCIDENT,2017-03-04 22:59:00,,,,,,,,,Incident Report
B-22203-17,6,18XX 3rd St,CLOSED,34,AGGRAVATED BATTERY,2017-02-19 19:00:00,14 34,AGG. BATTERY,BLACK,FEMALE,29,BLACK,MALE,,Supplemental Report
C-07136-17,8,3XX Dauphine St 446,OPEN,67,THEFT,2017-03-07 10:30:00,14 67,THEFT,,,,WHITE,MALE,40,Incident Report
C-02566-17,1,14XX N Galvez St,OPEN,67A,AUTO THEFT,2017-03-03 05:37:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,WHITE,MALE,38,Incident Report
C-04037-17,5,19XX N Broad St,OPEN,67A,AUTO THEFT,2017-03-04 16:00:00,,,,,,BLACK,FEMALE,66,Supplemental Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,15,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,15,Incident Report
B-00835-17,6,11XX S Tonti St,OPEN,55,AGGRAVATED CRIMINAL DAMAGE,2017-02-01 17:05:00,14 56,SIMPLE CRIMINAL DAMAGE TO PROPERTY,,,,BLACK,MALE,15,Incident Report
C-02401-17,5,25XX Burgundy St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-03 00:55:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,WHITE,MALE,38,Incident Report
C-02401-17,5,25XX Burgundy St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-03 00:55:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,WHITE,MALE,38,Incident Report
C-02401-17,5,25XX Burgundy St,OPEN,62C,SIMPLE BURGLARY (VEHICLE),2017-03-03 00:55:00,14 62,SIMPLE BURGLARY,BLACK,MALE,,WHITE,MALE,38,Incident Report
C-01980-17,6,23XX Magazine St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-01 07:30:00,,,,,,BLACK,FEMALE,27,Incident Report
B-29171-17,6,Saint Charles Av & Erato St,OPEN,21,MISCELLANEOUS INCIDENT,2017-02-25 15:56:00,,,,,,,,,Supplemental Report
C-05843-17,3,55XX Spain St,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,2017-03-06 11:10:00,14 67.26,THEFT OF A MOTOR VEHICLE,,,,WHITE,MALE,59,Incident Report
C-05917-17,7,140XX Michoud Bd,OPEN,24,MEDICAL,2017-03-06 11:30:00,,,,,,BLACK,MALE,19,Incident Report
B-22281-17,8,5XX Canal St,CLOSED,21M,MISSING ADULT,2017-02-15 14:00:00,,,,,,BLACK,FEMALE,31,Supplemental Report
C-03595-17,5,13XX Alvar St,OPEN,103D,DISTURBANCE (DOMESTIC),2017-03-04 04:25:00,,,,,,WHITE,MALE,24,Incident Report
A-32205-17,5,6XX Lesseps St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 18:12:00,14 64,ARMED ROBBERY,BLACK,MALE,18,BLACK,MALE,30,Supplemental Report
A-32205-17,5,6XX Lesseps St,CLOSED,64G,ARMED ROBBERY (GUN),2017-01-28 18:12:00,14 64,ARMED ROBBERY,BLACK,MALE,18,BLACK,MALE,30,Supplemental Report
C-04773-17,1,18XX N Gayoso St,CLOSED,21R,OUT OF PARISH VEHICLE RECOVERY,2017-03-05 10:00:00,,,,,,WHITE,MALE,27,Incident Report
C-06272-17,7,Harbourview Dr & Westlake Dr,CLOSED,95G,ILLEGAL CARRYING OF A GUN,2017-03-06 16:48:00,14 108,RESISTING AN OFFICER,BLACK,MALE,18,,,,Incident Report
